name,company,for_gender,rating,number_votes,main accords,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Back to Black,By Kilian,for women and men,4.13,4216.0,"{'sweet': 100.0, 'honey': 71.1048, 'tobacco': 58.4097, 'fruity': 54.7064, 'amber': 54.5811, 'cherry': 51.8576, 'warm spicy': 49.8258, 'vanilla': 49.7676, 'floral': 47.956}",[],"['white honey', 'Tobacco', 'Cherry', 'Vanilla', 'Raspberry', 'Almond', 'Gingerbread', 'Amber', 'Tonka Bean', 'Nutmeg', 'Chamomile', 'Benzoin', 'Saffron', 'Cardamom', 'Patchouli', 'French labdanum', 'Olibanum', 'Oak', 'Virginia Cedar', 'Coriander', 'Geranium', 'Bergamot']",[],"{'very weak': 78, 'weak': 84, 'moderate': 224, 'long lasting': 419, 'eternal': 632}","{'intimate': 222, 'moderate': 655, 'strong': 710, 'enormous': 414}","{'female': 10, 'more female': 21, 'unisex': 98, 'more male': 35, 'male': 14}","{'way overpriced': 28, 'overpriced': 43, 'ok': 48, 'good value': 23, 'great value': 5}"
Grey Vetiver,Tom Ford,for men,4.31,4675.0,"{'woody': 100.0, 'aromatic': 81.0293, 'citrus': 76.5233, 'earthy': 74.6443, 'fresh spicy': 49.2236}","['Grapefruit', 'Orange Blossom', 'Sage']","['Nutmeg', 'Orris Root', 'Pimento']","['Vetiver', 'Woodsy Notes', 'Oakmoss', 'Amber']","{'very weak': 88, 'weak': 142, 'moderate': 506, 'long lasting': 825, 'eternal': 191}","{'intimate': 262, 'moderate': 1130, 'strong': 443, 'enormous': 248}","{'female': 0, 'more female': 0, 'unisex': 25, 'more male': 66, 'male': 99}","{'way overpriced': 12, 'overpriced': 44, 'ok': 83, 'good value': 18, 'great value': 6}"
F by Ferragamo Black,Salvatore Ferragamo,for men,4.08,2684.0,"{'fresh spicy': 100.0, 'aromatic': 91.0202, 'lavender': 90.2208, 'amber': 70.9973, 'vanilla': 63.308, 'warm spicy': 59.0065, 'sweet': 54.8763, 'herbal': 48.7134, 'fruity': 47.1146}","['Lavender', 'Apple']","['Black Pepper', 'Coriander']","['Tonka Bean', 'Labdanum']","{'very weak': 70, 'weak': 91, 'moderate': 456, 'long lasting': 767, 'eternal': 96}","{'intimate': 187, 'moderate': 856, 'strong': 512, 'enormous': 164}","{'female': 3, 'more female': 0, 'unisex': 10, 'more male': 41, 'male': 174}","{'way overpriced': 1, 'overpriced': 4, 'ok': 11, 'good value': 58, 'great value': 146}"
Terre d'Hermes Parfum,Hermès,for men,4.4,3901.0,"{'citrus': 100.0, 'woody': 76.4627, 'mossy': 56.1605, 'amber': 50.6851, 'earthy': 48.3124, 'fresh spicy': 46.8022}","['Orange', 'Grapefruit']",['Flint'],"['Woodsy Notes', 'oak moss', 'Benzoin']","{'very weak': 78, 'weak': 103, 'moderate': 413, 'long lasting': 847, 'eternal': 327}","{'intimate': 249, 'moderate': 944, 'strong': 555, 'enormous': 291}","{'female': 0, 'more female': 1, 'unisex': 19, 'more male': 47, 'male': 142}","{'way overpriced': 1, 'overpriced': 42, 'ok': 103, 'good value': 29, 'great value': 6}"
Versense,Versace,for women,3.99,7582.0,"{'citrus': 100.0, 'woody': 66.0306, 'fresh spicy': 49.9942, 'aromatic': 49.1232, 'white floral': 45.8112, 'powdery': 44.6099}","['Bergamot', 'Citruses', 'Green Mandarin', 'Fig', 'Pear']","['Cardamom', 'Lily', 'Jasmine', 'Narcissus']","['Virginia Cedar', 'Olive Tree', 'Musk', 'Sandalwood']","{'very weak': 169, 'weak': 269, 'moderate': 862, 'long lasting': 411, 'eternal': 169}","{'intimate': 413, 'moderate': 1041, 'strong': 462, 'enormous': 289}","{'female': 55, 'more female': 33, 'unisex': 42, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 18, 'ok': 52, 'good value': 27, 'great value': 6}"
Collection Extraordinaire Orchidee Vanille,Van Cleef & Arpels,for women,4.32,2547.0,"{'vanilla': 100.0, 'sweet': 84.5509, 'powdery': 69.116, 'floral': 58.6226, 'chocolate': 57.7426, 'warm spicy': 51.6728, 'almond': 50.0122, 'fruity': 49.118}",[],"['Vanilla', 'Dark Chocolate', 'Vanilla orchid', 'Tonka Bean', 'Bitter Almond', 'Mandarin Orange', 'Violet', 'White Musk', 'Litchi', 'Cedar', 'Bulgarian Rose']",[],"{'very weak': 69, 'weak': 96, 'moderate': 217, 'long lasting': 260, 'eternal': 112}","{'intimate': 283, 'moderate': 429, 'strong': 232, 'enormous': 225}","{'female': 77, 'more female': 23, 'unisex': 31, 'more male': 0, 'male': 0}","{'way overpriced': 16, 'overpriced': 30, 'ok': 53, 'good value': 15, 'great value': 1}"
Opium Eau de Parfum 2009,Yves Saint Laurent,for women,3.95,5279.0,"{'amber': 100.0, 'warm spicy': 69.1816, 'balsamic': 61.8524, 'floral': 55.2226, 'sweet': 55.1808, 'citrus': 48.6305, 'aromatic': 47.4829, 'white floral': 46.9849}","['Mandarin Orange', 'Bergamot', 'Lily-of-the-Valley']","['Myrhh', 'Jasmine']","['Opoponax', 'Amber', 'Patchouli', 'Vanille']","{'very weak': 51, 'weak': 38, 'moderate': 174, 'long lasting': 437, 'eternal': 691}","{'intimate': 107, 'moderate': 360, 'strong': 666, 'enormous': 562}","{'female': 43, 'more female': 26, 'unisex': 71, 'more male': 1, 'male': 4}","{'way overpriced': 5, 'overpriced': 17, 'ok': 79, 'good value': 16, 'great value': 6}"
Feminité du Bois,Serge Lutens,for women and men,4.13,3783.0,"{'warm spicy': 100.0, 'woody': 88.9417, 'fruity': 77.1793, 'powdery': 63.5147, 'sweet': 61.3592, 'cinnamon': 59.6144}","['Virginia Cedar', 'Plum', 'Cinnamon', 'Peach']","['Clove', 'Ginger', 'Ylang-Ylang', 'Violet', 'Rose', 'African Orange flower']","['Sandalwood', 'Benzoin', 'Musk', 'Vanilla']","{'very weak': 66, 'weak': 114, 'moderate': 359, 'long lasting': 163, 'eternal': 68}","{'intimate': 316, 'moderate': 439, 'strong': 249, 'enormous': 224}","{'female': 19, 'more female': 40, 'unisex': 45, 'more male': 3, 'male': 0}","{'way overpriced': 4, 'overpriced': 15, 'ok': 48, 'good value': 13, 'great value': 0}"
Roses Musk,Montale,for women,3.86,2542.0,"{'rose': 100.0, 'musky': 90.8051, 'powdery': 60.4025, 'floral': 54.2034, 'white floral': 46.0169}",[],"['Rose', 'Musk', 'Jasmine']",[],"{'very weak': 39, 'weak': 47, 'moderate': 149, 'long lasting': 257, 'eternal': 283}","{'intimate': 98, 'moderate': 241, 'strong': 363, 'enormous': 334}","{'female': 91, 'more female': 25, 'unisex': 6, 'more male': 0, 'male': 3}","{'way overpriced': 5, 'overpriced': 20, 'ok': 52, 'good value': 21, 'great value': 8}"
Fille en Aiguilles,Serge Lutens,for women and men,4.32,3768.0,"{'woody': 100.0, 'aromatic': 79.7865, 'conifer': 60.4589, 'amber': 60.3026, 'balsamic': 58.5837, 'smoky': 56.9357, 'fresh spicy': 56.8058, 'warm spicy': 54.1371, 'fruity': 49.6078, 'green': 44.9015}",[],"['Pine', 'Incense', 'Dried Fruits', 'Balsam Fir', 'Spices', 'Bay Leaf', 'Vetiver']",[],"{'very weak': 68, 'weak': 94, 'moderate': 411, 'long lasting': 302, 'eternal': 131}","{'intimate': 208, 'moderate': 648, 'strong': 290, 'enormous': 217}","{'female': 3, 'more female': 1, 'unisex': 58, 'more male': 15, 'male': 5}","{'way overpriced': 9, 'overpriced': 31, 'ok': 17, 'good value': 10, 'great value': 3}"
Blanche,Byredo,for women,3.79,2159.0,"{'fresh': 100.0, 'aldehydic': 90.0266, 'floral': 78.8594, 'musky': 77.0477, 'powdery': 76.1248, 'rose': 66.0583, 'woody': 59.1963, 'violet': 57.0078, 'soapy': 53.3418, 'white floral': 51.3353}","['Aldehydes', 'Rose', 'Pink Pepper']","['Peony', 'Violet', 'African Orange flower']","['Musk', 'Woodsy Notes', 'Sandalwood']","{'very weak': 37, 'weak': 83, 'moderate': 212, 'long lasting': 139, 'eternal': 68}","{'intimate': 159, 'moderate': 319, 'strong': 166, 'enormous': 214}","{'female': 34, 'more female': 38, 'unisex': 32, 'more male': 2, 'male': 2}","{'way overpriced': 30, 'overpriced': 35, 'ok': 19, 'good value': 2, 'great value': 0}"
Aventus,Creed,for men,4.42,10486.0,"{'fruity': 100.0, 'sweet': 69.786, 'leather': 64.7389, 'woody': 59.7261, 'smoky': 57.7912, 'tropical': 52.1315, 'fresh': 51.1291, 'musky': 49.7608, 'citrus': 47.3311}","['Pineapple', 'Black Currant', 'Bergamot', 'Apple']","['Birch', 'Patchouli', 'Moroccan Jasmine', 'Rose']","['Musk', 'oak moss', 'Ambergris', 'Vanille']","{'very weak': 305, 'weak': 366, 'moderate': 1209, 'long lasting': 2302, 'eternal': 917}","{'intimate': 676, 'moderate': 2449, 'strong': 1755, 'enormous': 789}","{'female': 13, 'more female': 3, 'unisex': 78, 'more male': 176, 'male': 604}","{'way overpriced': 575, 'overpriced': 163, 'ok': 111, 'good value': 27, 'great value': 50}"
Bleu de Chanel,Chanel,for men,4.13,11459.0,"{'citrus': 100.0, 'warm spicy': 77.223, 'woody': 76.6654, 'aromatic': 69.7175, 'amber': 66.7609, 'fresh spicy': 60.7999, 'smoky': 54.5111, 'balsamic': 51.1042, 'green': 49.4909, 'fresh': 44.9343}","['Grapefruit', 'Lemon', 'Mint', 'Pink Pepper']","['Ginger', 'Nutmeg', 'Jasmine', 'Iso E Super']","['Incense', 'Vetiver', 'Cedar', 'Sandalwood', 'Patchouli', 'Labdanum', 'White Musk']","{'very weak': 204, 'weak': 296, 'moderate': 1459, 'long lasting': 1988, 'eternal': 459}","{'intimate': 584, 'moderate': 2508, 'strong': 1225, 'enormous': 480}","{'female': 3, 'more female': 3, 'unisex': 36, 'more male': 90, 'male': 346}","{'way overpriced': 86, 'overpriced': 139, 'ok': 173, 'good value': 42, 'great value': 13}"
Chance Eau Tendre,Chanel,for women,4.11,12386.0,"{'floral': 100.0, 'fruity': 84.5, 'citrus': 79.9621, 'sweet': 73.9627, 'fresh spicy': 70.087, 'powdery': 67.3822, 'white floral': 62.6654, 'musky': 60.877, 'green': 59.2814, 'iris': 57.5239}","['Quince', 'Grapefruit']","['Hyacinth', 'Jasmine']","['Musk', 'iris', 'Virginia Cedar', 'Amber']","{'very weak': 272, 'weak': 507, 'moderate': 1393, 'long lasting': 801, 'eternal': 380}","{'intimate': 736, 'moderate': 1734, 'strong': 848, 'enormous': 558}","{'female': 254, 'more female': 26, 'unisex': 12, 'more male': 2, 'male': 1}","{'way overpriced': 28, 'overpriced': 97, 'ok': 117, 'good value': 22, 'great value': 4}"
Portrait of a Lady,Frederic Malle,for women,4.19,3819.0,"{'warm spicy': 100.0, 'amber': 83.4614, 'rose': 79.9805, 'woody': 74.4484, 'patchouli': 65.5692, 'balsamic': 63.4051, 'fruity': 61.6608, 'smoky': 57.6789, 'floral': 47.7295, 'powdery': 45.3569}","['Rose', 'Clove', 'Raspberry', 'Black Currant', 'Cinnamon']","['Patchouli', 'Incense', 'Sandalwood']","['Musk', 'Benzoin', 'Amber']","{'very weak': 88, 'weak': 71, 'moderate': 137, 'long lasting': 384, 'eternal': 725}","{'intimate': 189, 'moderate': 374, 'strong': 692, 'enormous': 787}","{'female': 74, 'more female': 68, 'unisex': 148, 'more male': 14, 'male': 4}","{'way overpriced': 83, 'overpriced': 84, 'ok': 64, 'good value': 24, 'great value': 7}"
Acqua di Gioia,Giorgio Armani,for women,3.84,10680.0,"{'aromatic': 100.0, 'citrus': 99.1426, 'green': 97.0689, 'sweet': 92.953, 'fresh': 71.7132, 'floral': 67.424, 'white floral': 64.2425, 'fresh spicy': 63.5345, 'woody': 56.8073, 'vanilla': 52.2956}","['Amalfi Lemon', 'Mint']","['Jasmine', 'Peony', 'Pink Pepper']","['Virginia Cedar', 'French labdanum', 'Brown sugar']","{'very weak': 153, 'weak': 285, 'moderate': 1077, 'long lasting': 659, 'eternal': 249}","{'intimate': 442, 'moderate': 1353, 'strong': 579, 'enormous': 333}","{'female': 94, 'more female': 48, 'unisex': 23, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 29, 'ok': 85, 'good value': 16, 'great value': 4}"
Gucci Guilty,Gucci,for women,3.9,7668.0,"{'floral': 100.0, 'soft spicy': 88.9186, 'fruity': 75.5306, 'sweet': 70.8513, 'patchouli': 66.9794, 'fresh': 64.031, 'citrus': 61.7203, 'amber': 61.7203, 'fresh spicy': 60.7927, 'warm spicy': 55.5295}","['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Lilac', 'Peach', 'Geranium', 'Jasmine', 'Black Currant']","['Patchouli', 'Amber', 'White Musk', 'Vanilla']","{'very weak': 167, 'weak': 269, 'moderate': 810, 'long lasting': 332, 'eternal': 135}","{'intimate': 427, 'moderate': 963, 'strong': 427, 'enormous': 274}","{'female': 107, 'more female': 21, 'unisex': 6, 'more male': 2, 'male': 0}","{'way overpriced': 6, 'overpriced': 18, 'ok': 68, 'good value': 22, 'great value': 6}"
Lady Million,Paco Rabanne,for women,3.61,10049.0,"{'white floral': 100.0, 'sweet': 79.9642, 'honey': 75.3148, 'citrus': 61.5617, 'fruity': 60.7137, 'floral': 52.2702, 'patchouli': 49.0809, 'animalic': 45.8279, 'amber': 44.8775}","['Raspberry', 'Neroli', 'Amalfi Lemon']","['Jasmine', 'African Orange flower', 'Gardenia']","['white honey', 'Patchouli', 'Amber']","{'very weak': 84, 'weak': 180, 'moderate': 758, 'long lasting': 922, 'eternal': 435}","{'intimate': 272, 'moderate': 1005, 'strong': 954, 'enormous': 475}","{'female': 150, 'more female': 14, 'unisex': 5, 'more male': 0, 'male': 2}","{'way overpriced': 7, 'overpriced': 34, 'ok': 73, 'good value': 19, 'great value': 4}"
Not A Perfume,Juliette Has A Gun,for women,3.8,3512.0,"{'amber': 100.0, 'musky': 72.0}",[],"['Ambroxan', 'Cetalox']",[],"{'very weak': 183, 'weak': 148, 'moderate': 279, 'long lasting': 234, 'eternal': 225}","{'intimate': 575, 'moderate': 394, 'strong': 224, 'enormous': 265}","{'female': 38, 'more female': 31, 'unisex': 116, 'more male': 1, 'male': 1}","{'way overpriced': 32, 'overpriced': 40, 'ok': 67, 'good value': 16, 'great value': 2}"
Womanity,Mugler,for women,3.6,8844.0,"{'woody': 100.0, 'fruity': 87.1009, 'savory': 84.041, 'animalic': 78.0364, 'sweet': 72.0794, 'nutty': 72.0319, 'green': 70.6048, 'marine': 54.0182, 'fresh': 52.3695, 'lactonic': 46.0732}",[],"['Fig', 'Caviar', 'Fig Tree', 'Fig Leaf']",[],"{'very weak': 70, 'weak': 87, 'moderate': 357, 'long lasting': 686, 'eternal': 1017}","{'intimate': 181, 'moderate': 569, 'strong': 1018, 'enormous': 789}","{'female': 86, 'more female': 36, 'unisex': 68, 'more male': 3, 'male': 1}","{'way overpriced': 3, 'overpriced': 18, 'ok': 103, 'good value': 24, 'great value': 10}"
The Dreamer,Versace,for men,4.15,659.0,"{'white floral': 100.0, 'aromatic': 85.4669, 'iris': 73.155, 'amber': 66.1741, 'powdery': 61.3191, 'fresh spicy': 59.8277, 'woody': 56.718, 'herbal': 56.1786, 'violet': 51.5775, 'soft spicy': 50.7684}","['Juniper', 'Tarragon', 'Artemisia']","['iris', 'Lily', 'Flax']","['Tobacco blossom', 'Amber']","{'very weak': 23, 'weak': 43, 'moderate': 176, 'long lasting': 161, 'eternal': 19}","{'intimate': 71, 'moderate': 272, 'strong': 108, 'enormous': 47}","{'female': 0, 'more female': 6, 'unisex': 59, 'more male': 102, 'male': 59}","{'way overpriced': 0, 'overpriced': 5, 'ok': 26, 'good value': 78, 'great value': 113}"
Reb'l Fleur,Rihanna,for women,3.93,3649.0,"{'fruity': 100.0, 'sweet': 87.9856, 'vanilla': 78.0983, 'coconut': 69.206, 'powdery': 64.2312, 'patchouli': 57.6969, 'musky': 49.1445, 'woody': 47.9187, 'lactonic': 46.9939, 'amber': 45.7198}","['Peach', 'Plum', 'Red Berries']","['Coconut', 'Tuberose', 'Hibiscus', 'Violet']","['Vanille', 'Patchouli', 'Musk', 'Amber']","{'very weak': 46, 'weak': 74, 'moderate': 338, 'long lasting': 511, 'eternal': 169}","{'intimate': 123, 'moderate': 492, 'strong': 542, 'enormous': 231}","{'female': 91, 'more female': 21, 'unisex': 12, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 10, 'good value': 44, 'great value': 71}"
English Pear & Freesia,Jo Malone London,for women,3.96,2448.0,"{'floral': 100.0, 'fruity': 92.9101, 'sweet': 72.9499, 'rose': 70.2201, 'aquatic': 66.4034, 'musky': 58.8386, 'fresh': 56.297, 'patchouli': 53.0196, 'green': 52.0996, 'powdery': 45.7286}","['Pear', 'Melon']","['Freesia', 'Rose']","['Musk', 'Patchouli', 'Rhuburb', 'Amber']","{'very weak': 72, 'weak': 132, 'moderate': 288, 'long lasting': 94, 'eternal': 44}","{'intimate': 158, 'moderate': 378, 'strong': 142, 'enormous': 114}","{'female': 77, 'more female': 34, 'unisex': 22, 'more male': 1, 'male': 1}","{'way overpriced': 34, 'overpriced': 49, 'ok': 26, 'good value': 7, 'great value': 0}"
Memoir Woman,Amouage,for women,4.23,3355.0,"{'warm spicy': 100.0, 'amber': 93.9014, 'smoky': 79.7518, 'woody': 70.5427, 'leather': 66.7638, 'aromatic': 57.6671, 'musky': 56.9689, 'balsamic': 56.5751, 'white floral': 56.3402, 'fresh spicy': 53.8253}","['Wormwood', 'Cardamom', 'Pink Pepper', 'Mandarin Orange']","['Incense', 'Clove', 'Woodsy Notes', 'White Flowers', 'Rose', 'Pepper', 'Jasmine']","['Leather', 'French labdanum', 'Castoreum', 'Styrax', 'oak moss', 'Musk']","{'very weak': 53, 'weak': 37, 'moderate': 109, 'long lasting': 370, 'eternal': 398}","{'intimate': 103, 'moderate': 306, 'strong': 480, 'enormous': 463}","{'female': 28, 'more female': 27, 'unisex': 62, 'more male': 5, 'male': 0}","{'way overpriced': 14, 'overpriced': 22, 'ok': 42, 'good value': 11, 'great value': 6}"
Eau Duelle,Diptyque,for women and men,4.27,2330.0,"{'aromatic': 100.0, 'vanilla': 87.3849, 'fresh spicy': 72.0308, 'warm spicy': 70.9512, 'balsamic': 62.7296, 'amber': 61.0591, 'powdery': 52.9407, 'woody': 49.8321, 'soft spicy': 48.1249, 'sweet': 46.1837}",[],"['Bourbon Vanilla', 'Elemi resin', 'Cardamom', 'Juniper', 'Olibanum', 'Pink Pepper', 'Black Tea', 'Ambergris', 'Bergamot', 'Saffron', 'Musk']",[],"{'very weak': 99, 'weak': 95, 'moderate': 275, 'long lasting': 135, 'eternal': 96}","{'intimate': 276, 'moderate': 360, 'strong': 167, 'enormous': 199}","{'female': 14, 'more female': 17, 'unisex': 47, 'more male': 2, 'male': 1}","{'way overpriced': 2, 'overpriced': 10, 'ok': 44, 'good value': 8, 'great value': 0}"
Essenza di Colonia,Acqua di Parma,for men,4.36,1775.0,"{'citrus': 100.0, 'aromatic': 62.9351, 'white floral': 62.7726, 'fresh spicy': 58.4511, 'woody': 47.7793, 'green': 46.1801}",[],"['Neroli', 'Bergamot', 'Grapefruit', 'Jasmine', 'Petitgrain', 'Orange', 'Musk', 'Mandarin Orange', 'vetyver', 'Rosemary', 'Rose', 'Oakmoss', 'Lily-of-the-Valley', 'Cloves', 'Sage', 'Patchouli', 'Amber']",[],"{'very weak': 57, 'weak': 70, 'moderate': 266, 'long lasting': 362, 'eternal': 68}","{'intimate': 120, 'moderate': 545, 'strong': 219, 'enormous': 161}","{'female': 1, 'more female': 0, 'unisex': 21, 'more male': 58, 'male': 81}","{'way overpriced': 9, 'overpriced': 22, 'ok': 75, 'good value': 38, 'great value': 10}"
La Tulipe,Byredo,for women,4.12,2854.0,"{'floral': 100.0, 'green': 83.8224, 'soft spicy': 45.6563}","['Freesia', 'Cyclamen', 'Rhuburb']",['pink tulip'],"['Green Notes', 'vetyver', 'Woodsy Notes']","{'very weak': 52, 'weak': 108, 'moderate': 305, 'long lasting': 135, 'eternal': 68}","{'intimate': 176, 'moderate': 394, 'strong': 165, 'enormous': 166}","{'female': 61, 'more female': 22, 'unisex': 7, 'more male': 0, 'male': 2}","{'way overpriced': 18, 'overpriced': 34, 'ok': 27, 'good value': 2, 'great value': 2}"
Memoir Man,Amouage,for men,4.33,2394.0,"{'aromatic': 100.0, 'fresh spicy': 81.8914, 'woody': 73.0094, 'amber': 70.037, 'green': 69.4604, 'smoky': 66.6468, 'balsamic': 52.42, 'warm spicy': 50.899, 'tobacco': 49.5057, 'leather': 46.4483}","['Wormwood', 'Mint', 'Basil']","['Incense', 'Lavender', 'Rose']","['Tobacco', 'Leather', 'Sandalwood', 'Guaiac Wood', 'Vetiver', 'oak moss', 'Amber', 'Vanille', 'Musk']","{'very weak': 67, 'weak': 59, 'moderate': 193, 'long lasting': 399, 'eternal': 407}","{'intimate': 200, 'moderate': 499, 'strong': 479, 'enormous': 279}","{'female': 2, 'more female': 0, 'unisex': 23, 'more male': 26, 'male': 93}","{'way overpriced': 14, 'overpriced': 40, 'ok': 40, 'good value': 22, 'great value': 8}"
Tonka Imperiale,Guerlain,for women and men,4.4,2051.0,"{'sweet': 100.0, 'amber': 86.8006, 'almond': 86.1105, 'vanilla': 80.475, 'aromatic': 77.2513, 'tobacco': 69.2204, 'woody': 69.1961, 'nutty': 63.6663, 'fruity': 61.9773, 'warm spicy': 54.7909}","['Bitter Almond', 'Rosemary', 'Bergamot']","['Tonka Bean', 'Tobacco', 'Jasmine']","['Incense', 'Cedar', 'Pine']","{'very weak': 51, 'weak': 57, 'moderate': 137, 'long lasting': 196, 'eternal': 67}","{'intimate': 140, 'moderate': 283, 'strong': 190, 'enormous': 177}","{'female': 9, 'more female': 15, 'unisex': 26, 'more male': 4, 'male': 0}","{'way overpriced': 8, 'overpriced': 21, 'ok': 15, 'good value': 1, 'great value': 1}"
Another 13,Le Labo,for women and men,4.01,672.0,"{'musky': 100.0, 'amber': 83.5633, 'woody': 65.7749, 'animalic': 58.2984, 'floral': 47.0631, 'powdery': 47.0136, 'fruity': 44.8375}",[],"['Iso E Super', 'Ambergris', 'Musk', 'Ambrette (Musk Mallow)', 'Amyl Salicylate', 'Pear']",[],"{'very weak': 27, 'weak': 34, 'moderate': 93, 'long lasting': 105, 'eternal': 82}","{'intimate': 80, 'moderate': 192, 'strong': 140, 'enormous': 140}","{'female': 6, 'more female': 14, 'unisex': 87, 'more male': 11, 'male': 5}","{'way overpriced': 25, 'overpriced': 54, 'ok': 30, 'good value': 6, 'great value': 3}"
Bombshell,Victoria's Secret,for women,4.1,2470.0,"{'fruity': 100.0, 'sweet': 90.7468, 'fresh': 78.8572, 'citrus': 78.2181, 'floral': 66.0985, 'tropical': 64.4023, 'white floral': 46.9944}","['Passionfruit', 'Grapefruit', 'Pineapple', 'Tangerine', 'Big Strawberry']","['Peony', 'Vanilla orchid', 'Red Berries', 'Jasmine', 'Lily-of-the-Valley']","['Musk', 'Woody Notes', 'Oakmoss']","{'very weak': 93, 'weak': 145, 'moderate': 309, 'long lasting': 106, 'eternal': 43}","{'intimate': 196, 'moderate': 406, 'strong': 141, 'enormous': 136}","{'female': 73, 'more female': 17, 'unisex': 10, 'more male': 1, 'male': 1}","{'way overpriced': 12, 'overpriced': 20, 'ok': 38, 'good value': 18, 'great value': 6}"
Bouquet Ideale,Xerjoff,for women,4.21,1381.0,"{'woody': 100.0, 'vanilla': 70.4444, 'warm spicy': 63.8803, 'powdery': 57.1149, 'cinnamon': 54.6073, 'fresh spicy': 54.1379, 'balsamic': 49.8903, 'sweet': 47.4946, 'white floral': 45.0192, 'aromatic': 44.3352}","['Cinnamon', 'Nutmeg']","['Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus']","['Vanille', 'Coumarin', 'Tobacco blossom', 'French labdanum', 'Musk']","{'very weak': 44, 'weak': 38, 'moderate': 110, 'long lasting': 135, 'eternal': 99}","{'intimate': 82, 'moderate': 221, 'strong': 227, 'enormous': 246}","{'female': 29, 'more female': 21, 'unisex': 36, 'more male': 1, 'male': 0}","{'way overpriced': 17, 'overpriced': 24, 'ok': 24, 'good value': 3, 'great value': 1}"
